DIRECTORATE,SUPPLIER,SUPPLIER NAME,TRANS NOS,AMOUNT,TRANS DATE,EXPENSE AREA,EXPENSE TYPE,SUPPLIER GROUP
ADCHILD,GUIL05,Bedford Guild House,10482590,"7,126.00",04/02/2015,Transfer Payments,Contract payments - Voluntary Associations,General Creditors
ADCHILD,BEDF15,Bedford Hospital NHS Trust,10479121,"16,750.00",18/03/2015,Transfer Payments,Contract Payments - Health Authorities,Health Authority
ADCHILD,BEDF15,Bedford Hospital NHS Trust,10482810,"3,120.00",21/04/2015,Transfer Payments,Contract Payments - Health Authorities,Health Authority
ADCHILD,BEDF15,Bedford Hospital NHS Trust,10482913,"11,970.00",15/01/2015,Transfer Payments,Contract Payments - Health Authorities,Health Authority
ADCHILD,BEDF15,Bedford Hospital NHS Trust,10482915,"40,820.00",09/10/2014,Transfer Payments,Contract Payments - Health Authorities,Health Authority
ADCHILD,BEDF27,Bedford Town Band,10479950,350.00,12/03/2015,Supplies,Event Costs,General Creditors
ADCHILD,BEDF39,Bedfordshire Pilgrims Housing Assoc (BPHA),10480792,700.00,13/04/2015,Transfer Payments,Family Assistance,General Creditors
ADCHILD,BEDF39,Bedfordshire Pilgrims Housing Assoc (BPHA),10483526,"13,660.92",28/04/2015,Transfer Payments,Other Social Services Payments,General Creditors
ADCHILD,948930,Bedfordshire Police,1477409,"18,293.00",09/04/2015,Grants & Contributions,Contribution from External Sources,
ADCHILD,BEDO01,BEDOC (Bedford on Call Ltd),10481591,"13,650.00",13/04/2015,Transfer Payments,Contract Payments - Health Authorities,General Creditors
ADCHILD,BEDO01,BEDOC (Bedford on Call Ltd),10482632,"15,583.12",22/04/2015,Transfer Payments,Contract payments - Other Local Authorities,General Creditors
ADCHILD,BEDS01,Beds Garden Carers,10479050,"2,382.80",19/03/2015,Transfer Payments,Day Care,General Creditors
ADCHILD,BEDS01,Beds Garden Carers,10479050,450.80,19/03/2015,Transfer Payments,Day Care,General Creditors
ADCHILD,BEDS01,Beds Garden Carers,10479050,"10,013.00",19/03/2015,Transfer Payments,Day Care,General Creditors
ADCHILD,BEDS01,Beds Garden Carers,10480980,297.50,07/04/2015,Transfer Payments,Day Care,General Creditors
ADCHILD,BEDS01,Beds Garden Carers,10480982,637.50,07/04/2015,Transfer Payments,Day Care,General Creditors
ADCHILD,BEDS01,Beds Garden Carers,10480983,354.20,07/04/2015,Transfer Payments,Day Care,General Creditors
ADCHILD,BEDS01,Beds Garden Carers,10480984,418.60,07/04/2015,Transfer Payments,Day Care,General Creditors
ADCHILD,BEDS01,Beds Garden Carers,10480985,450.80,07/04/2015,Transfer Payments,Day Care,General Creditors
ADCHILD,BEDS01,Beds Garden Carers,10480986,322.00,07/04/2015,Transfer Payments,Day Care,General Creditors
ADCHILD,BEDS01,Beds Garden Carers,10480988,289.80,07/04/2015,Transfer Payments,Day Care,General Creditors
ADCHILD,BEDS01,Beds Garden Carers,10480989,547.40,07/04/2015,Transfer Payments,Day Care,General Creditors
ADCHILD,BEDS01,Beds Garden Carers,10480990,708.40,07/04/2015,Transfer Payments,Day Care,General Creditors
ADCHILD,BEDS01,Beds Garden Carers,10480991,637.50,07/04/2015,Transfer Payments,Day Care,General Creditors
ADCHILD,BEDS01,Beds Garden Carers,10483384,"1,440.00",15/04/2015,Transfer Payments,Day Care,General Creditors
ADCHILD,,Belvoir Bedford,10482197,850.00,22/04/2015,Transfer Payments,Accommodation,General Creditors
ADCHILD,BEVA99,Bevan Brittan,10480782,"1,500.00",26/03/2015,Supplies,Professional Fees,General Creditors
ADCHILD,BIDD98,Biddenham Upper School,10483493,"21,843.00",27/04/2015,Transfer Payments,Contingency - Schools,Other Local Authority
ADCHILD,BIGG04,Biggleswade Academy Trust,10480881,631.00,13/04/2015,Transfer Payments,Top-Ups - Academies & Free Schools - OLA,General Creditors
ADCHILD,BION01,Bionicare,10480598,936.00,10/04/2015,Transfer Payments,Home Care,General Creditors
ADCHILD,BION01,Bionicare,10480599,702.00,10/04/2015,Transfer Payments,Home Care,General Creditors
ADCHILD,BIRM01,Birmingham City Council,10480604,"11,880.00",31/03/2015,Transfer Payments,Day Care,Other Local Authority
ADCHILD,BIZZ98,Bizzy Bees Pre-School,10480417,"31,542.00",09/04/2015,Transfer Payments,Govt Grant - Funds delegated by the LA,General Creditors
ADCHILD,BLOS99,Blossoms,20126114,"5,722.80",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,BLUE21,Bluebird Care (Bedford),10481435,504.00,30/03/2015,Transfer Payments,Home Care,General Creditors
ADCHILD,BLUE21,Bluebird Care (Bedford),10481509,424.00,30/03/2015,Transfer Payments,Home Care,General Creditors
ADCHILD,BLUE21,Bluebird Care (Bedford),10481510,616.00,30/03/2015,Transfer Payments,Home Care,General Creditors
ADCHILD,BLUE21,Bluebird Care (Bedford),10481511,"1,052.00",30/03/2015,Transfer Payments,Home Care,General Creditors
ADCHILD,BLUE21,Bluebird Care (Bedford),10481512,424.00,30/03/2015,Transfer Payments,Home Care,General Creditors
ADCHILD,BLUE21,Bluebird Care (Bedford),10481513,"2,680.00",30/03/2015,Transfer Payments,Home Care,General Creditors
ADCHILD,BOUR96,Bournemouth University,10483276,950.00,23/04/2015,Employees,Training,General Creditors
ADCHILD,BRAI02,Brain Injury Rehabilitation Trust,10480992,"6,191.66",01/04/2015,Transfer Payments,Home Care,General Creditors
ADCHILD,BRAK01,Brake Bros Foodservice Ltd,10478459,350.11,23/03/2015,Supplies,Catering Costs,General Creditors
ADCHILD,BRAK01,Brake Bros Foodservice Ltd,10478887,367.54,30/03/2015,Supplies,Catering Costs,General Creditors
ADCHILD,BRAK01,Brake Bros Foodservice Ltd,10478931,254.98,22/12/2014,Supplies,Catering Costs,General Creditors
ADCHILD,BRAK01,Brake Bros Foodservice Ltd,10478935,347.12,30/03/2015,Supplies,Catering Costs,General Creditors
ADCHILD,BRAK01,Brake Bros Foodservice Ltd,10480140,326.06,25/03/2015,Supplies,Catering Costs,General Creditors
ADCHILD,BRAK01,Brake Bros Foodservice Ltd,10480149,300.09,08/04/2015,Supplies,Miscellaneous Expenditure,General Creditors
ADCHILD,BRAK01,Brake Bros Foodservice Ltd,10480484,492.63,03/04/2015,Supplies,Purchase of Refreshments for Resale,General Creditors
ADCHILD,BRAK01,Brake Bros Foodservice Ltd,10480557,388.90,01/04/2015,Supplies,Catering Costs,General Creditors
ADCHILD,BRAK01,Brake Bros Foodservice Ltd,10480826,394.30,13/04/2015,Supplies,Purchase of Refreshments for Resale,General Creditors
ADCHILD,BRAK01,Brake Bros Foodservice Ltd,10481038,730.84,24/12/2014,Supplies,Catering Costs,General Creditors
ADCHILD,BRAK01,Brake Bros Foodservice Ltd,10481267,469.60,08/04/2015,Supplies,Catering Costs,General Creditors
ADCHILD,BRAK01,Brake Bros Foodservice Ltd,10482017,291.73,15/04/2015,Supplies,Catering Costs,General Creditors
ADCHILD,BRAK01,Brake Bros Foodservice Ltd,10482092,321.67,15/04/2015,Supplies,Catering Costs,General Creditors
ADCHILD,BRAK01,Brake Bros Foodservice Ltd,10482140,260.41,16/03/2015,Supplies,Catering Costs,General Creditors
ADCHILD,BRAK01,Brake Bros Foodservice Ltd,10482636,295.46,20/04/2015,Supplies,Purchase of Refreshments for Resale,General Creditors
ADCHILD,BRAK01,Brake Bros Foodservice Ltd,10482639,392.77,20/04/2015,Supplies,Catering Costs,General Creditors
ADCHILD,BRAK01,Brake Bros Foodservice Ltd,10483339,429.78,22/04/2015,Supplies,Catering Costs,General Creditors
ADCHILD,BRAK01,Brake Bros Foodservice Ltd,10483897,265.25,24/04/2015,Supplies,Catering Costs,General Creditors
ADCHILD,BRAK01,Brake Bros Foodservice Ltd,10483960,263.12,27/04/2015,Supplies,Purchase of Refreshments for Resale,General Creditors
ADCHILD,BRIA97,Brian Taylor T/A Loveys Lodge,20126115,"3,958.32",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,BRIA97,Brian Taylor T/A Loveys Lodge,20126115,785.64,08/04/2015,Transfer Payments,Day Care,
ADCHILD,BRIA97,Brian Taylor T/A Loveys Lodge,20126115,701.92,08/04/2015,Transfer Payments,Day Care,
ADCHILD,BRIA97,Brian Taylor T/A Loveys Lodge,20126115,"3,940.16",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,BRIA97,Brian Taylor T/A Loveys Lodge,20126115,"3,940.16",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,BRIA97,Brian Taylor T/A Loveys Lodge,20126115,"4,982.60",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,BRIT62,British Association For Supported Employment,10479527,300.00,24/02/2015,Supplies,Subscriptions,General Creditors
ADCHILD,BRIT21,British Gas,10481007,"1,714.26",07/04/2015,Premises,Gas,General Creditors
ADCHILD,BRIT21,British Gas,10481574,"2,925.89",07/04/2015,Premises,Gas,General Creditors
ADCHILD,BRIT76,British Red Cross,10482347,"4,100.00",17/04/2015,Transfer Payments,Contract payments - Voluntary Associations,General Creditors
ADCHILD,BROA07,Broadwood Educational Services Ltd,10479809,"10,285.80",01/04/2015,Transfer Payments,Residential Care Home Placements,General Creditors
ADCHILD,BROA07,Broadwood Educational Services Ltd,10479819,"1,560.00",01/04/2015,Transfer Payments,Residential Care Home Placements,General Creditors
ADCHILD,BROA07,Broadwood Educational Services Ltd,10482079,"10,050.00",01/04/2015,Transfer Payments,Voluntary & Independent Schools,General Creditors
ADCHILD,BROA07,Broadwood Educational Services Ltd,10482080,"10,050.00",01/04/2015,Transfer Payments,Voluntary & Independent Schools,General Creditors
ADCHILD,BROC99,Brockfield House Nursing Home,20126116,"2,837.04",08/04/2015,Transfer Payments,Nursing Home Payments,
ADCHILD,BROO99,Brook Day Nursery,10480427,"9,577.00",09/04/2015,Transfer Payments,Govt Grant - Funds delegated by the LA,General Creditors
ADCHILD,BROO98,Brook House,20126119,560.00,08/04/2015,Transfer Payments,Respite Care,
ADCHILD,BROO98,Brook House,20126119,470.40,08/04/2015,Transfer Payments,Respite Care,
ADCHILD,BROO98,Brook House,20126119,"2,240.00",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,BROO98,Brook House,20126119,"2,040.00",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,BROO98,Brook House,20126119,"2,240.00",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,BROO07,Brook Street (UK) Limited (T/as BS Social Care),10480895,267.26,08/04/2015,Employees,Agency Salaries,General Creditors
ADCHILD,BROO07,Brook Street (UK) Limited (T/as BS Social Care),10480959,"2,221.00",08/04/2015,Employees,Agency Salaries,General Creditors
ADCHILD,BROO97,Brookdale Care,20126118,"7,680.00",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,BUCK15,Buckinghamshire Care (Buckingham Support Ltd),10480975,337.50,02/04/2015,Transfer Payments,Day Care,General Creditors
ADCHILD,BUNY97,Bunyan Playgroup,10480428,"33,042.00",09/04/2015,Transfer Payments,Govt Grant - Funds delegated by the LA,General Creditors
ADCHILD,BUPA93,Bupa Care Homes - PARKSIDE/SOUTHWAY/BROOKSIDE RESIDENTIAL HOME,10481385,"1,892.76",13/04/2015,Transfer Payments,Residential Care Home Placements,General Creditors
ADCHILD,BUPA97,Bupa Care Services,20126121,"1,840.00",08/04/2015,Transfer Payments,Nursing Home Payments,
ADCHILD,BUPA97,Bupa Care Services,20126122,"3,000.00",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,BUSH99,Bushmead Court,20126123,"1,960.00",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,BUSH99,Bushmead Court,20126123,"1,881.60",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,BUSH99,Bushmead Court,20126123,"2,040.00",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,BUSH99,Bushmead Court,20126123,"2,040.00",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,BUSH99,Bushmead Court,20126123,"1,881.60",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,BUSY02,Busy Bees Day Nursery,10481376,412.24,01/04/2015,Transfer Payments,Carers Payments,General Creditors
ADCHILD,BWFO99,Bw Foods Ltd T/A Wiltshire Farm Foods,10483921,674.31,10/04/2015,Supplies,Purchase of Refreshments for Resale,General Creditors
ADCHILD,BYTH01,By The Bridge,10479365,"4,320.00",01/04/2015,Transfer Payments,Independent Foster Care,General Creditors
ADCHILD,CALS99,Calsan Ltd,20126124,"2,080.00",08/04/2015,Transfer Payments,Respite Care,
ADCHILD,CALS99,Calsan Ltd,20126124,"7,840.00",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,CALS99,Calsan Ltd,20126124,"2,240.00",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,CALS99,Calsan Ltd,20126124,"2,240.00",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,CALS99,Calsan Ltd,20126124,"2,240.00",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,CALS99,Calsan Ltd,20126124,"2,040.00",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,CALS99,Calsan Ltd,20126124,"1,836.44",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,CALS99,Calsan Ltd,20126124,"7,200.00",08/04/2015,Transfer Payments,Respite Care,
ADCHILD,CALS99,Calsan Ltd,20126124,640.00,08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,CALS99,Calsan Ltd,20126124,"2,040.00",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,CALS99,Calsan Ltd,20126124,"2,618.57",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,CALS99,Calsan Ltd,20126124,"1,462.86",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,CALS99,Calsan Ltd,20126124,"2,040.00",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,CANT02,CANTO Ltd,10480856,"1,862.00",15/04/2015,Transfer Payments,Top-Ups - Maintained Providers,General Creditors
ADCHILD,CAPI07,Capita Business Services Ltd,10483499,"14,215.87",02/03/2015,Supplies,Software Maintenance,General Creditors
ADCHILD,CARE96,Care Forum (Mk) Ltd,10479205,"3,534.30",31/03/2015,Transfer Payments,High Level Family Support CWD,General Creditors
ADCHILD,CARE96,Care Forum (Mk) Ltd,10483381,"1,709.75",31/03/2015,Transfer Payments,Home Care,General Creditors
ADCHILD,CARE16,Care Success Solutions,10471417,"6,214.00",26/02/2015,Transfer Payments,Leaving Care Accommodation,General Creditors
ADCHILD,CARE11,Caremark Bedford,10480545,494.50,02/04/2015,Transfer Payments,Home Care,Social Care
ADCHILD,CARE11,Caremark Bedford,10480546,"1,125.55",02/04/2015,Transfer Payments,Home Care,Social Care
ADCHILD,CARE11,Caremark Bedford,10480547,"2,131.50",02/04/2015,Transfer Payments,Home Care,Social Care
ADCHILD,CARE17,Careroom Limited,10480461,"18,106.00",09/04/2015,Transfer Payments,Govt Grant - Funds delegated by the LA,General Creditors
ADCHILD,CARE89,Caretech Community Services Ltd,20126125,"6,284.12",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,CARE89,Caretech Community Services Ltd,20126125,"6,258.32",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,CARE89,Caretech Community Services Ltd,20126126,"4,586.40",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,CARE89,Caretech Community Services Ltd,20126127,"9,172.76",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,CARE89,Caretech Community Services Ltd,20126127,471.10,08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,CARE89,Caretech Community Services Ltd,20126127,"3,027.68",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,CARE89,Caretech Community Services Ltd,20126127,"3,027.68",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,CARE89,Caretech Community Services Ltd,20126127,471.10,08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,CARE89,Caretech Community Services Ltd,20126128,"1,213.32",08/04/2015,Transfer Payments,Day Care,
ADCHILD,CARE89,Caretech Community Services Ltd,20126128,"6,633.56",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,CARE89,Caretech Community Services Ltd,20126128,"3,008.52",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,CARE89,Caretech Community Services Ltd,20126128,"5,420.24",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,CARE89,Caretech Community Services Ltd,20126128,"3,008.52",08/04/2015,Transfer Payments,Residential Care Home Placements,
ADCHILD,CARL98,Carlton Preschool,10480429,"9,978.00",09/04/2015,Transfer Payments,Govt Grant - Funds delegated by the LA,General Creditors
ADCHILD,CART03,Carter Brown Assoc Ltd,10480209,"1,940.00",31/03/2015,Supplies,Professional Fees,General Creditors
ADCHILD,CAST13,Castle Home Care Ltd,10478991,"2,111.84",24/03/2015,Transfer Payments,Home Care,General Creditors
ADCHILD,CAST13,Castle Home Care Ltd,10478994,499.80,23/03/2015,Transfer Payments,Home Care,General Creditors
ADCHILD,CAST13,Castle Home Care Ltd,10478997,549.84,23/03/2015,Transfer Payments,Home Care,General Creditors
ADCHILD,CAST13,Castle Home Care Ltd,10478998,400.05,23/03/2015,Transfer Payments,Home Care,General Creditors
ADCHILD,CAST13,Castle Home Care Ltd,10479026,"1,045.17",23/03/2015,Transfer Payments,Home Care,General Creditors
ADCHILD,CAST13,Castle Home Care Ltd,10479028,"1,149.52",23/03/2015,Transfer Payments,Home Care,General Creditors
ADCHILD,CAST13,Castle Home Care Ltd,10479036,274.92,23/03/2015,Transfer Payments,Home Care,General Creditors
ADCHILD,CAST13,Castle Home Care Ltd,10481550,415.30,31/03/2015,Transfer Payments,Home Care,General Creditors
ADCHILD,CAST13,Castle Home Care Ltd,10481551,530.96,31/03/2015,Transfer Payments,Home Care,General Creditors
ADCHILD,CAST13,Castle Home Care Ltd,10481552,415.12,31/03/2015,Transfer Payments,Home Care,General Creditors
ADCHILD,CAST13,Castle Home Care Ltd,10481553,"1,365.58",31/03/2015,Transfer Payments,Home Care,General Creditors
ADCHILD,CAST13,Castle Home Care Ltd,10481554,604.64,31/03/2015,Transfer Payments,Home Care,General Creditors
ADCHILD,CATE04,Caterlink Ltd,10480607,"161,656.35",31/03/2015,Transfer Payments,School Meals,General Creditors
ADCHILD,CATE04,Caterlink Ltd,10480608,"54,548.70",31/03/2015,Transfer Payments,School Meals,General Creditors
ADCHILD,CATE04,Caterlink Ltd,10480609,"69,456.85",31/03/2015,Transfer Payments,School Meals,General Creditors
ADCHILD,CATE04,Caterlink Ltd,10480610,"4,999.01",31/03/2015,Transfer Payments,School Meals,General Creditors
ADCHILD,CATE04,Caterlink Ltd,10480612,"2,649.16",31/03/2015,Transfer Payments,School Meals,General Creditors
ADCHILD,CATE04,Caterlink Ltd,10480613,"2,901.80",30/03/2015,Transfer Payments,School Meals,General Creditors
ADCHILD,CENT10,Central Bedfordshire Council,10474391,468.54,09/03/2015,Supplies,Professional Fees,Other Local Authority
ADCHILD,CENT10,Central Bedfordshire Council,10479151,"2,552.28",24/03/2015,Supplies,Professional Fees,Other Local Authority
ADCHILD,CENT10,Central Bedfordshire Council,10479396,"5,392.83",27/03/2015,Transfer Payments,Contract Payments - Private Contractors,Other Local Authority
ADCHILD,CENT10,Central Bedfordshire Council,10479641,"59,239.00",31/03/2015,Transfer Payments,Contract Payments - Private Contractors,Other Local Authority
